"product","region","channel","market_tier","date","units","price","revenue"
"Product C","East","Retail","B",2022-05-01,999,36.7248608259251,36688.1359650992
"Product C","East","Retail","B",2022-06-01,775,35.7900362500222,27737.2780937672
"Product C","East","Retail","B",2022-07-01,783,33.7722716388525,26443.6886932215
"Product C","East","Retail","B",2022-08-01,564,35.321657086839,19921.4145969772
"Product C","East","Retail","B",2022-09-01,888,36.2205742113292,32163.8698996603
"Product C","East","Retail","B",2022-10-01,705,35.8189806001028,25252.3813230725
"Product C","East","Retail","B",2022-11-01,1452,34.8687355057336,50629.4039543252
"Product C","East","Retail","B",2022-12-01,527,35.0388041076949,18465.4497647552
"Product C","East","Retail","B",2023-01-01,646,35.1973438418936,22737.4841218633
"Product C","East","Retail","B",2023-02-01,894,33.9527847701684,30353.7895845305
"Product C","East","Retail","B",2023-03-01,829,36.3621682955418,30144.2375170041
"Product C","East","Retail","B",2023-04-01,726,33.7903439787915,24531.7897286026
"Product C","East","Retail","B",2023-05-01,658,35.2960984637029,23224.8327891165
"Product C","East","Retail","B",2023-06-01,878,34.9332794124493,30671.4193241305
"Product C","East","Retail","B",2023-07-01,736,33.9404912512982,24980.2015609555
"Product C","East","Retail","B",2023-08-01,473,36.6744856496807,17347.031712299
"Product C","East","Retail","B",2023-09-01,749,34.366610122961,25740.5909820978
"Product C","East","Retail","B",2023-10-01,859,33.4067604363663,28696.4072148387
"Product C","East","Retail","B",2023-11-01,858,35.8879013174446,30791.8193303675
"Product C","East","Retail","B",2023-12-01,633,35.2340063211741,22303.1260013032
"Product C","East","Retail","B",2024-01-01,846,33.2841144721024,28158.3608433986
"Product C","East","Retail","B",2024-02-01,1063,34.3026392476168,36463.7055202166
"Product C","East","Retail","B",2024-03-01,847,36.2715332278749,30721.98864401
"Product C","East","Retail","B",2024-04-01,656,34.0625192868756,22345.0126521904
"Product C","East","Retail","B",2024-05-01,783,33.4548893142492,26195.1783330571
"Product C","East","Retail","B",2024-06-01,955,35.7386746904813,34130.4343294096
"Product C","East","Retail","B",2024-07-01,650,35.0306198556209,22769.9029061536
"Product C","East","Retail","B",2024-08-01,447,34.6673146380344,15496.2896432014
"Product C","East","Retail","B",2024-09-01,958,34.7357987134019,33276.895167439
"Product C","East","Retail","B",2024-10-01,689,36.4488802456763,25113.2784892709
"Product C","East","Retail","B",2024-11-01,736,36.4070227204356,26795.5687222406
"Product C","East","Retail","B",2024-12-01,1241,34.0132284881547,42210.4165538
"Product D","East","Retail","B",2022-01-01,412,30.2246836409904,12452.569660088
"Product D","East","Retail","B",2022-02-01,620,28.621959408978,17745.6148335664
"Product D","East","Retail","B",2022-03-01,367,30.1217925343662,11054.6978601124
"Product D","East","Retail","B",2022-04-01,531,28.8384853871539,15313.2357405787
"Product D","East","Retail","B",2022-05-01,571,30.7723616030999,17571.01847537
"Product D","East","Retail","B",2022-06-01,436,28.8334325384349,12571.3765867576
"Product D","East","Retail","B",2022-07-01,434,29.1123432030436,12634.7569501209
"Product D","East","Retail","B",2022-08-01,507,30.8031114398036,15617.1774999804
"Product D","East","Retail","B",2022-09-01,606,29.7670339958277,18038.8226014716
"Product D","East","Retail","B",2022-10-01,374,30.1408619424328,11272.6823664699
"Product D","East","Retail","B",2022-11-01,519,31.1415565120988,16162.4678297793
"Product D","East","Retail","B",2022-12-01,687,30.6828883546405,21079.144299638
"Product D","East","Retail","B",2023-01-01,453,30.7585385665298,13933.617970638
"Product D","East","Retail","B",2023-02-01,550,30.3022168502212,16666.2192676216
"Product D","East","Retail","B",2023-03-01,589,28.8032002178952,16965.0849283403
"Product D","East","Retail","B",2023-04-01,643,30.9786681183614,19919.2836001064
"Product D","East","Retail","B",2023-05-01,710,30.7147468691692,21807.4702771101
"Product D","East","Retail","B",2023-06-01,586,31.1489269619342,18253.2711996934
"Product D","East","Retail","B",2023-07-01,475,28.7524950248189,13657.435136789
"Product D","East","Retail","B",2023-08-01,273,30.9884175101761,8459.83798027807
"Product D","East","Retail","B",2023-09-01,518,29.3244488658383,15190.0645125043
"Product D","East","Retail","B",2023-10-01,652,29.5026475796476,19235.7262219302
"Product D","East","Retail","B",2023-11-01,671,31.1611111331731,20909.1055703592
"Product D","East","Retail","B",2023-12-01,512,29.0739782215096,14885.8768494129
"Product D","East","Retail","B",2024-01-01,837,28.5365740132984,23885.1124491307
"Product D","East","Retail","B",2024-02-01,578,30.6160326639656,17696.0668797721
"Product D","East","Retail","B",2024-03-01,557,28.6128561564255,15937.360879129
"Product D","East","Retail","B",2024-04-01,855,30.9675765736029,26477.2779704304
"Product D","East","Retail","B",2024-05-01,521,31.2103036176413,16260.5681847911
"Product D","East","Retail","B",2024-06-01,559,28.9993728362024,16210.6494154371
"Product D","East","Retail","B",2024-07-01,994,29.1227864013053,28948.0496828975
"Product D","East","Retail","B",2024-08-01,549,30.8876405227929,16957.3146470133
"Product D","East","Retail","B",2024-09-01,825,31.1795888948254,25723.160838231
"Product D","East","Retail","B",2024-10-01,422,29.2310488543008,12335.5026165149
"Product D","East","Retail","B",2024-11-01,579,29.7995796853211,17253.9566378009
"Product D","East","Retail","B",2024-12-01,669,29.6944599193521,19865.5936860465
"Product A","West","Retail","B",2022-01-01,1164,50.8279638749082,59163.7499503931
"Product A","West","Retail","B",2022-02-01,843,49.0259844856337,41328.9049213892
"Product A","West","Retail","B",2022-03-01,1092,51.4598545746412,56194.1611955082
"Product A","West","Retail","B",2022-04-01,957,49.2061339656357,47090.2702051133
"Product A","West","Retail","B",2022-05-01,1502,48.7872743583284,73278.4860862093
"Product A","West","Retail","B",2022-06-01,1654,47.5198076164816,78597.7617976605
"Product A","West","Retail","B",2022-07-01,630,49.4016943243332,31123.0674243299
"Product A","West","Retail","B",2022-08-01,1502,50.4971328435931,75846.6935310769
"Product A","West","Retail","B",2022-09-01,811,49.1951769404113,39897.2884986736
"Product A","West","Retail","B",2022-10-01,1367,48.3789212047122,66133.9852868416
"Product A","West","Retail","B",2022-11-01,1444,52.4878467724193,75792.4507393735
"Product A","West","Retail","B",2022-12-01,1168,48.8269980438054,57029.9337151647
"Product A","West","Retail","B",2023-01-01,953,50.2509612392168,47889.1660609737
"Product A","West","Retail","B",2023-02-01,1170,48.1762233318295,56366.1812982406
"Product A","West","Retail","B",2023-03-01,1256,50.9091110806912,63941.8435173482
"Product A","West","Retail","B",2023-04-01,1619,49.751755327452,80548.0918751447
"Product A","West","Retail","B",2023-05-01,780,49.3332228297368,38479.9138071947
"Product A","West","Retail","B",2023-06-01,868,49.4306567020249,42905.8100173576
"Product A","West","Retail","B",2023-07-01,1629,49.5223559718579,80671.9178781565
"Product A","West","Retail","B",2023-08-01,1484,51.6378236049786,76630.5302297883
"Product A","West","Retail","B",2023-09-01,1277,52.0800739561673,66506.2544420257
"Product A","West","Retail","B",2023-10-01,1511,51.3060146360658,77523.3881150954
"Product A","West","Retail","B",2023-11-01,1594,49.3367434095126,78642.768994763
"Product A","West","Retail","B",2023-12-01,654,50.9569404704962,33325.8390677045
"Product A","West","Retail","B",2024-01-01,1530,50.0401633989532,76561.4500003983
"Product A","West","Retail","B",2024-02-01,1029,47.5971296872012,48977.4464481301
"Product A","West","Retail","B",2024-03-01,1234,50.7344956998713,62606.3676936412
"Product A","West","Retail","B",2024-04-01,1248,50.6150383222848,63167.5678262115
"Product A","West","Retail","B",2024-05-01,1676,49.1648555465508,82400.2978960192
"Product A","West","Retail","B",2024-06-01,1239,47.6314341824036,59015.3469519981
"Product A","West","Retail","B",2024-07-01,1342,52.3747367959004,70286.8967800983
"Product A","West","Retail","B",2024-08-01,1072,52.4563742848113,56233.2332333177
"Product A","West","Retail","B",2024-09-01,902,47.8828990436159,43190.3749373415
"Product A","West","Retail","B",2024-10-01,1769,50.1897243631538,88785.6223984191
"Product A","West","Retail","B",2024-11-01,1578,52.389263715595,82670.2581432089
"Product A","West","Retail","B",2024-12-01,2023,48.0483735969756,97201.8597866816
"Product B","West","Retail","B",2022-01-01,823,39.450288712047,32467.5876100147
"Product B","West","Retail","B",2022-02-01,1076,39.9992774315178,43039.2225163132
"Product B","West","Retail","B",2022-03-01,1335,41.650513606146,55603.4356642049
"Product B","West","Retail","B",2022-04-01,876,40.2882433384657,35292.5011644959
"Product B","West","Retail","B",2022-05-01,677,38.0911782989278,25787.7277083742
"Product B","West","Retail","B",2022-06-01,891,41.4209185037762,36906.0383868646
"Product B","West","Retail","B",2022-07-01,782,41.3219369668514,32313.7547080778
"Product B","West","Retail","B",2022-08-01,859,41.5126042524353,35659.3270528419
"Product B","West","Retail","B",2022-09-01,1273,41.2384087573737,52496.4943481367
"Product B","West","Retail","B",2022-10-01,844,38.0002613468096,32072.2205767073
"Product B","West","Retail","B",2022-11-01,1008,38.4073029318824,38714.5613553375
"Product B","West","Retail","B",2022-12-01,870,41.3393035074696,35965.1940514985
"Product B","West","Retail","B",2023-01-01,844,38.8845895845443,32818.5936093554
"Product B","West","Retail","B",2023-02-01,911,38.1216655066237,34728.8372765342
"Product B","West","Retail","B",2023-03-01,1177,40.3069040868431,47441.2261102144
"Product B","West","Retail","B",2023-04-01,1004,41.0275190416723,41191.629117839
"Product B","West","Retail","B",2023-05-01,1167,41.494616237469,48424.2171491263
"Product B","West","Retail","B",2023-06-01,1190,38.2414636556059,45507.341750171
"Product B","West","Retail","B",2023-07-01,1074,38.8873534351587,41765.0175893605
"Product B","West","Retail","B",2023-08-01,742,39.6561006885022,29424.8267108686
"Product B","West","Retail","B",2023-09-01,1290,39.6453185193241,51142.460889928
"Product B","West","Retail","B",2023-10-01,862,40.3175613190979,34753.7378570624
"Product B","West","Retail","B",2023-11-01,926,41.7677958058193,38676.9789161887
"Product B","West","Retail","B",2023-12-01,1354,41.9503943892196,56800.8340030033
"Product B","West","Retail","B",2024-01-01,1201,38.5191913954914,46261.5488659851
"Product B","West","Retail","B",2024-02-01,664,39.099499925971,25962.0679508448
"Product B","West","Retail","B",2024-03-01,703,41.3135312870145,29043.4124947712
"Product B","West","Retail","B",2024-04-01,718,41.9650348760188,30130.8950409815
"Product B","West","Retail","B",2024-05-01,1058,40.6928022326902,43052.9847621862
"Product B","West","Retail","B",2024-06-01,1056,38.309556257911,40454.891408354
"Product B","West","Retail","B",2024-07-01,968,38.5376136219129,37304.4099860117
"Product B","West","Retail","B",2024-08-01,1018,39.352387114428,40060.7300824877
"Product B","West","Retail","B",2024-09-01,765,39.0084359208122,29841.4534794213
"Product B","West","Retail","B",2024-10-01,765,39.0032945442945,29837.5203263853
"Product B","West","Retail","B",2024-11-01,1271,41.1330716703087,52280.1340929624
"Product B","West","Retail","B",2024-12-01,1190,38.6951453210786,46047.2229320835
"Product C","West","Retail","B",2022-01-01,432,35.3440637049498,15268.6355205383
"Product C","West","Retail","B",2022-02-01,617,35.6705406552646,22008.7235842983
"Product C","West","Retail","B",2022-03-01,507,36.4802745972993,18495.4992208307
"Product C","West","Retail","B",2022-04-01,436,35.6649124437245,15549.9018254639
"Product C","West","Retail","B",2022-05-01,761,34.2078064191155,26032.1406849469
"Product C","West","Retail","B",2022-06-01,721,33.2883080581669,24000.8701099383
"Product C","West","Retail","B",2022-07-01,626,33.4012685914058,20909.19413822
"Product C","West","Retail","B",2022-08-01,679,33.8376423015725,22975.7591227677
"Product C","West","Retail","B",2022-09-01,805,36.2342428927077,29168.5655286297
"Product C","West","Retail","B",2022-10-01,749,33.4106967113912,25024.611836832
"Product C","West","Retail","B",2022-11-01,612,34.1998567275004,20930.3123172303
"Product C","West","Retail","B",2022-12-01,596,36.361300327233,21671.3349950309
"Product C","West","Retail","B",2023-01-01,632,35.1676265310962,22225.9399676528
"Product C","West","Retail","B",2023-02-01,708,36.0668615598697,25535.3379843878
"Product C","West","Retail","B",2023-03-01,506,36.600188165321,18519.6952116524
"Product C","West","Retail","B",2023-04-01,723,35.664104281459,25785.1473954949
"Product C","West","Retail","B",2023-05-01,967,34.6539675109088,33510.3865830489
"Product C","West","Retail","B",2023-06-01,742,36.6486429547658,27193.2930724362
"Product C","West","Retail","B",2023-07-01,558,36.537815503194,20388.1010507823
"Product C","West","Retail","B",2023-08-01,622,35.0639878604561,21809.8004492037
"Product C","West","Retail","B",2023-09-01,883,33.7270156178856,29780.954790593
"Product C","West","Retail","B",2023-10-01,846,35.4435759835178,29985.2652820561
"Product C","West","Retail","B",2023-11-01,1007,36.1292749453569,36382.1798699744
"Product C","West","Retail","B",2023-12-01,768,33.726928743883,25902.2812753022
"Product C","West","Retail","B",2024-01-01,749,35.3411386613734,26470.5128573687
"Product C","West","Retail","B",2024-02-01,590,36.6903742378345,21647.3208003223
"Product C","West","Retail","B",2024-03-01,791,34.0572072691284,26939.2509498806
"Product C","West","Retail","B",2024-04-01,691,34.7107963573653,23985.1602829394
"Product C","West","Retail","B",2024-05-01,551,33.6009484977694,18514.122622271
"Product C","West","Retail","B",2024-06-01,814,34.2247899125796,27858.9789888398
"Product C","West","Retail","B",2024-07-01,1118,35.10691272025,39249.5284212395
"Product C","West","Retail","B",2024-08-01,842,34.3494181036949,28922.2100433111
"Product C","West","Retail","B",2024-09-01,925,35.352457254543,32701.0229604522
"Product C","West","Retail","B",2024-10-01,834,36.7048430644209,30611.839115727
"Product C","West","Retail","B",2024-11-01,657,35.382485200651,23246.2927768277
"Product C","West","Retail","B",2024-12-01,729,33.7600806296105,24611.098778986
"Product D","West","Retail","B",2022-01-01,420,30.6129493808839,12857.4387399713
"Product D","West","Retail","B",2022-02-01,401,30.5375409121625,12245.5539057772
"Product D","West","Retail","B",2022-03-01,540,29.467751596123,15912.5858619064
"Product D","West","Retail","B",2022-04-01,387,29.7699469230138,11520.9694592063
"Product D","West","Retail","B",2022-05-01,650,29.4133925547358,19118.7051605782
"Product D","West","Retail","B",2022-06-01,652,30.9984563458711,20210.993537508
"Product D","West","Retail","B",2022-07-01,340,30.280942525249,10295.5204585847
"Product D","West","Retail","B",2022-08-01,539,30.9215899240226,16666.7369690482
"Product D","West","Retail","B",2022-09-01,846,29.38215233339,24857.3008740479
"Product D","West","Retail","B",2022-10-01,442,28.9232556649949,12784.0790039278
"Product D","West","Retail","B",2022-11-01,630,31.1658633076586,19634.4938838249
"Product D","West","Retail","B",2022-12-01,421,28.5248550125398,12008.9639602792
"Product D","West","Retail","B",2023-01-01,616,30.207361958921,18607.7349666953
"Product D","West","Retail","B",2023-02-01,498,31.4026505697984,15638.5199837596
"Product D","West","Retail","B",2023-03-01,709,29.3075662900228,20779.0644996262
"Product D","West","Retail","B",2023-04-01,376,31.4518802119419,11825.9069596902
"Product D","West","Retail","B",2023-05-01,536,28.6061684628949,15332.9062961116
"Product D","West","Retail","B",2023-06-01,477,29.2739292914048,13963.6642720001
"Product D","West","Retail","B",2023-07-01,452,29.2796733642463,13234.4123606393
"Product D","West","Retail","B",2023-08-01,407,31.3445654630195,12757.238143449
"Product D","West","Retail","B",2023-09-01,388,31.4388682160061,12198.2808678104
"Product D","West","Retail","B",2023-10-01,609,30.7031545909122,18698.2211458655
"Product D","West","Retail","B",2023-11-01,402,29.3624392698985,11803.7005864992
"Product D","West","Retail","B",2023-12-01,767,29.7268773552496,22800.5149314764
"Product D","West","Retail","B",2024-01-01,359,29.1047329441644,10448.599126955
"Product D","West","Retail","B",2024-02-01,497,30.7997590773739,15307.4802614548
"Product D","West","Retail","B",2024-03-01,555,30.729314819444,17054.7697247914
"Product D","West","Retail","B",2024-04-01,648,29.9953841425013,19437.0089243408
"Product D","West","Retail","B",2024-05-01,521,30.5114987867419,15896.4908678925
"Product D","West","Retail","B",2024-06-01,574,30.7573883808218,17654.7409305917
"Product D","West","Retail","B",2024-07-01,624,30.8215887565166,19232.6713840663
"Product D","West","Retail","B",2024-08-01,342,30.3155079013668,10367.9037022674
"Product D","West","Retail","B",2024-09-01,406,29.6715472305659,12046.6481756098
"Product D","West","Retail","B",2024-10-01,590,30.513172719162,18002.7719043056
"Product D","West","Retail","B",2024-11-01,489,31.1076234346256,15211.6278595319
"Product D","West","Retail","B",2024-12-01,771,29.8092086194083,22982.8998455638
"Product A","North","Online","A",2022-01-01,1363,48.1023817218374,65563.5462868644
"Product A","North","Online","A",2022-02-01,1177,50.5947667977307,59550.040520929
"Product A","North","Online","A",2022-03-01,795,49.9025437550154,39672.5222852372
"Product A","North","Online","A",2022-04-01,1345,52.1194654481951,70100.6810278224
"Product A","North","Online","A",2022-05-01,1239,48.7033634260297,60343.4672848508
"Product A","North","Online","A",2022-06-01,1311,51.3824078778271,67362.3367278313
"Product A","North","Online","A",2022-07-01,873,51.2599394412246,44749.927132189
"Product A","North","Online","A",2022-08-01,1333,50.8824121241923,67826.2553615484
"Product A","North","Online","A",2022-09-01,910,50.25859731948,45735.3235607268
"Product A","North","Online","A",2022-10-01,1230,50.4893026559148,62101.8422667752
"Product A","North","Online","A",2022-11-01,1436,51.8321879080031,74431.0218358925
"Product A","North","Online","A",2022-12-01,1077,49.9767035630066,53824.9097373581
"Product A","North","Online","A",2023-01-01,1381,52.4011448200326,72365.9809964651
"Product A","North","Online","A",2023-02-01,862,47.846873436356,41244.0049021388
"Product A","North","Online","A",2023-03-01,595,50.279644819675,29916.3886677066
"Product A","North","Online","A",2023-04-01,1556,48.446867626626,75383.3260270301
"Product A","North","Online","A",2023-05-01,1714,48.9822874078527,83955.6406170595
"Product A","North","Online","A",2023-06-01,1297,51.7050206090789,67061.4117299754
"Product A","North","Online","A",2023-07-01,1378,48.5255355061963,66868.1879275385
"Product A","North","Online","A",2023-08-01,913,50.4135954484809,46027.6126444631
"Product A","North","Online","A",2023-09-01,1184,49.4813109911047,58585.872213468
"Product A","North","Online","A",2023-10-01,830,49.0278563811444,40693.1207963498
"Product A","North","Online","A",2023-11-01,1816,49.8612764466088,90548.0780270416
"Product A","North","Online","A",2023-12-01,2158,51.216245489195,110524.657765683
"Product A","North","Online","A",2024-01-01,1617,52.3840180330444,84704.9571594328
"Product A","North","Online","A",2024-02-01,1231,48.2813192566391,59434.3040049227
"Product A","North","Online","A",2024-03-01,1233,48.1471290567424,59365.4101269634
"Product A","North","Online","A",2024-04-01,981,50.4027965140995,49445.1433803316
"Product A","North","Online","A",2024-05-01,1752,48.1857458746526,84421.4267723914
"Product A","North","Online","A",2024-06-01,1368,48.5099822224583,66361.655680323
"Product A","North","Online","A",2024-07-01,1067,49.2082453228068,52505.1977594348
"Product A","North","Online","A",2024-08-01,886,48.8295047334395,43262.9411938274
"Product A","North","Online","A",2024-09-01,1173,51.1079299077392,59949.601781778
"Product A","North","Online","A",2024-10-01,1128,50.9774574218318,57502.5719718263
"Product A","North","Online","A",2024-11-01,1266,51.4710436353926,65162.341242407
"Product A","North","Online","A",2024-12-01,1034,48.8723499933258,50534.0098930988
"Product B","North","Online","A",2022-01-01,1317,38.727825447917,51004.5461149067
"Product B","North","Online","A",2022-02-01,863,39.8504146682099,34390.9078586651
"Product B","North","Online","A",2022-03-01,1137,40.2021803073585,45709.8790094666
"Product B","North","Online","A",2022-04-01,523,40.49087085668,21176.7254580436
"Product B","North","Online","A",2022-05-01,898,39.9315736955032,35858.5531785619
"Product B","North","Online","A",2022-06-01,852,38.5193238966167,32818.4639599174
"Product B","North","Online","A",2022-07-01,648,41.5359872281551,26915.3197238445
"Product B","North","Online","A",2022-08-01,1299,41.9652717113495,54512.887953043
"Product B","North","Online","A",2022-09-01,621,41.4478617440909,25739.1221430805
"Product B","North","Online","A",2022-10-01,1057,41.4090028712526,43769.316034914
"Product B","North","Online","A",2022-11-01,1210,39.5096544288099,47806.68185886
"Product B","North","Online","A",2022-12-01,1027,40.4683059994131,41560.9502613973
"Product B","North","Online","A",2023-01-01,720,40.0733695700765,28852.8260904551
"Product B","North","Online","A",2023-02-01,1136,38.1477168397978,43335.8063300103
"Product B","North","Online","A",2023-03-01,940,40.9721297379583,38513.8019536808
"Product B","North","Online","A",2023-04-01,796,41.3697140170261,32930.2923575528
"Product B","North","Online","A",2023-05-01,736,38.1964612687007,28112.5954937637
"Product B","North","Online","A",2023-06-01,1760,41.5731568308547,73168.7560223043
"Product B","North","Online","A",2023-07-01,769,39.5127098113298,30385.2738449126
"Product B","North","Online","A",2023-08-01,575,40.7822572058067,23449.7978933388
"Product B","North","Online","A",2023-09-01,1047,40.8692454500124,42790.099986163
"Product B","North","Online","A",2023-10-01,1093,40.7300997870043,44517.9990671957
"Product B","North","Online","A",2023-11-01,723,39.2016254244372,28342.7751818681
"Product B","North","Online","A",2023-12-01,626,39.210492731072,24545.7684496511
"Product B","North","Online","A",2024-01-01,901,39.9044415932149,35953.9018754866
"Product B","North","Online","A",2024-02-01,1236,38.1939299358055,47207.6974006556
"Product B","North","Online","A",2024-03-01,1093,39.9664792800322,43683.3618530752
"Product B","North","Online","A",2024-04-01,951,40.3544988948852,38377.1284490358
"Product B","North","Online","A",2024-05-01,875,38.9385573137552,34071.2376495358
"Product B","North","Online","A",2024-06-01,1157,41.8585529979318,48430.3458186071
"Product B","North","Online","A",2024-07-01,981,38.6399786416441,37905.8190474529
"Product B","North","Online","A",2024-08-01,1107,40.3009519353509,44613.1537924334
"Product B","North","Online","A",2024-09-01,859,39.6831688489765,34087.8420412708
"Product B","North","Online","A",2024-10-01,1309,38.4897188339382,50383.0419536252
"Product B","North","Online","A",2024-11-01,852,39.4571408294141,33617.4839866608
"Product B","North","Online","A",2024-12-01,968,41.9949046382681,40651.0676898435
"Product C","North","Online","A",2022-01-01,809,36.0426020260202,29158.4650390503
"Product C","North","Online","A",2022-02-01,863,34.4744802907808,29751.4764909438
"Product C","North","Online","A",2022-03-01,416,36.5294196914183,15196.23859163
"Product C","North","Online","A",2022-04-01,801,35.7461908269906,28632.6988524195
"Product C","North","Online","A",2022-05-01,911,34.983353189542,31869.8347556727
"Product C","North","Online","A",2022-06-01,546,36.0928587660892,19706.7008862847
"Product C","North","Online","A",2022-07-01,772,35.5422639067983,27438.6277360483
"Product C","North","Online","A",2022-08-01,558,34.5126105834497,19258.0367055649
"Product C","North","Online","A",2022-09-01,888,34.9017604321707,30992.7632637676
"Product C","North","Online","A",2022-10-01,869,35.3442519697128,30714.1549616804
"Product C","North","Online","A",2022-11-01,923,35.7916994089028,33035.7385544173
"Product C","North","Online","A",2022-12-01,787,34.4959990584757,27148.3512590204
"Product C","North","Online","A",2023-01-01,864,35.3026745745447,30501.5108324066
"Product C","North","Online","A",2023-02-01,987,35.0581125576282,34602.357094379
"Product C","North","Online","A",2023-03-01,1145,35.3273014131701,40449.7601180797
"Product C","North","Online","A",2023-04-01,802,36.3589435461909,29159.8727240451
"Product C","North","Online","A",2023-05-01,462,36.2849464456085,16763.6452578711
"Product C","North","Online","A",2023-06-01,819,36.1592047937447,29614.3887260769
"Product C","North","Online","A",2023-07-01,746,33.8160133893834,25226.74598848
"Product C","North","Online","A",2023-08-01,684,34.4098921085242,23536.3662022306
"Product C","North","Online","A",2023-09-01,822,36.4916035927599,29996.0981532487
"Product C","North","Online","A",2023-10-01,1012,36.4876369241392,36925.4885672289
"Product C","North","Online","A",2023-11-01,693,35.4777413832489,24586.0747785915
"Product C","North","Online","A",2023-12-01,735,36.0251844379818,26478.5105619166
"Product C","North","Online","A",2024-01-01,796,35.2511122528231,28059.8853532472
"Product C","North","Online","A",2024-02-01,630,33.3878149021184,21034.3233883346
"Product C","North","Online","A",2024-03-01,742,34.2568003536435,25418.5458624035
"Product C","North","Online","A",2024-04-01,512,34.9329455596162,17885.6681265235
"Product C","North","Online","A",2024-05-01,634,34.772198133287,22045.573616504
"Product C","North","Online","A",2024-06-01,603,36.5136446051765,22017.7276969214
"Product C","North","Online","A",2024-07-01,592,35.5098820497515,21021.8501734529
"Product C","North","Online","A",2024-08-01,618,33.2529013729654,20550.2930484926
"Product C","North","Online","A",2024-09-01,811,33.3183284378611,27021.1643631053
"Product C","North","Online","A",2024-10-01,1040,34.2894109926419,35660.9874323476
"Product C","North","Online","A",2024-11-01,680,34.2081116923364,23261.5159507887
"Product C","North","Online","A",2024-12-01,638,36.1531496873358,23065.7095005203
"Product D","North","Online","A",2022-01-01,370,30.66317826882,11345.3759594634
"Product D","North","Online","A",2022-02-01,434,30.5416676653549,13255.083766764
"Product D","North","Online","A",2022-03-01,455,29.6525846777949,13491.9260283967
"Product D","North","Online","A",2022-04-01,629,29.0558204012923,18276.1110324129
"Product D","North","Online","A",2022-05-01,516,29.1351078164298,15033.7156332778
"Product D","North","Online","A",2022-06-01,333,30.611076464178,10193.4884625713
"Product D","North","Online","A",2022-07-01,478,29.2874633241445,13999.4074689411
"Product D","North","Online","A",2022-08-01,660,29.1790459183976,19258.1703061424
"Product D","North","Online","A",2022-09-01,662,30.2795588860754,20045.0679825819
"Product D","North","Online","A",2022-10-01,445,28.942112121731,12879.2398941703
"Product D","North","Online","A",2022-11-01,369,28.6531262963545,10573.0036033548
"Product D","North","Online","A",2022-12-01,1009,28.5416550880764,28798.5299838691
"Product D","North","Online","A",2023-01-01,478,30.9245565009769,14781.938007467
"Product D","North","Online","A",2023-02-01,487,30.9076935898047,15052.0467782349
"Product D","North","Online","A",2023-03-01,556,28.5451314712409,15871.0930980099
"Product D","North","Online","A",2023-04-01,385,30.2858841558918,11660.0654000184
"Product D","North","Online","A",2023-05-01,482,29.4220883692615,14181.446593984
"Product D","North","Online","A",2023-06-01,395,30.3183326097205,11975.7413808396
"Product D","North","Online","A",2023-07-01,426,29.1467625671066,12416.5208535874
"Product D","North","Online","A",2023-08-01,523,31.343608021969,16392.7069954898
"Product D","North","Online","A",2023-09-01,362,28.8177170008421,10432.0135543048
"Product D","North","Online","A",2023-10-01,651,28.8584726031404,18786.8656646444
"Product D","North","Online","A",2023-11-01,606,28.9216126792599,17526.4972836315
"Product D","North","Online","A",2023-12-01,451,29.3785660990979,13249.7333106932
"Product D","North","Online","A",2024-01-01,545,30.2962087090127,16511.4337464119
"Product D","North","Online","A",2024-02-01,623,29.1271035647951,18146.1855208674
"Product D","North","Online","A",2024-03-01,675,29.8569932249375,20153.4704268328
"Product D","North","Online","A",2024-04-01,566,29.858488318976,16899.9043885404
"Product D","North","Online","A",2024-05-01,585,29.6452902853489,17342.4948169291
"Product D","North","Online","A",2024-06-01,588,31.462719634641,18500.0791451689
"Product D","North","Online","A",2024-07-01,751,28.5304493790027,21426.367483631
"Product D","North","Online","A",2024-08-01,696,31.096460822504,21643.1367324628
"Product D","North","Online","A",2024-09-01,649,28.7780948281288,18676.9835434556
"Product D","North","Online","A",2024-10-01,541,29.0462774110492,15714.0360793776
"Product D","North","Online","A",2024-11-01,640,29.843298548134,19099.7110708058
"Product D","North","Online","A",2024-12-01,646,30.6872701880056,19823.9765414516
"Product A","South","Online","C",2022-01-01,518,48.4498116187751,25097.0024185255
"Product A","South","Online","C",2022-02-01,438,48.1965571490582,21110.0920312875
"Product A","South","Online","C",2022-03-01,794,48.5639631212689,38559.7867182875
"Product A","South","Online","C",2022-04-01,532,48.3436411281582,25718.8170801802
"Product A","South","Online","C",2022-05-01,782,51.76517668413,40480.3681669897
"Product A","South","Online","C",2022-06-01,835,51.2000779842492,42752.0651168481
"Product A","South","Online","C",2022-07-01,788,50.3484565997496,39674.5838006027
"Product A","South","Online","C",2022-08-01,720,51.7766809626482,37279.2102931067
"Product A","South","Online","C",2022-09-01,573,48.2413932110649,27642.3183099402
"Product A","South","Online","C",2022-10-01,972,49.3872855522204,48004.4415567582
"Product A","South","Online","C",2022-11-01,1176,49.0982173732482,57739.5036309399
"Product A","South","Online","C",2022-12-01,952,47.6496596925426,45362.4760273006
"Product A","South","Online","C",2023-01-01,428,49.4392952311318,21160.0183589244
"Product A","South","Online","C",2023-02-01,991,51.0471951228101,50587.7703667048
"Product A","South","Online","C",2023-03-01,691,48.7407939403784,33679.8886128014
