product,region,channel,market_tier,date,units,price,revenue,year,month,quarter,year_month,asp
Product D,East,Retail,B,2023-11-01,671,31.1611111331731,20909.1055703592,2023,11,4,2023-11,31.161111133173172
Product D,East,Retail,B,2023-12-01,512,29.0739782215096,14885.8768494129,2023,12,4,2023-12,29.07397822150957
Product D,East,Retail,B,2024-01-01,837,28.5365740132984,23885.1124491307,2024,1,1,2024-01,28.536574013298324
Product D,East,Retail,B,2024-02-01,578,30.6160326639656,17696.0668797721,2024,2,1,2024-02,30.616032663965573
Product D,East,Retail,B,2024-03-01,557,28.6128561564255,15937.360879129,2024,3,1,2024-03,28.612856156425494
Product D,East,Retail,B,2024-04-01,855,30.9675765736029,26477.2779704304,2024,4,2,2024-04,30.96757657360281
Product D,East,Retail,B,2024-05-01,521,31.2103036176413,16260.5681847911,2024,5,2,2024-05,31.210303617641266
Product D,East,Retail,B,2024-06-01,559,28.9993728362024,16210.6494154371,2024,6,2,2024-06,28.999372836202326
Product D,East,Retail,B,2024-07-01,994,29.1227864013053,28948.0496828975,2024,7,3,2024-07,29.122786401305333
Product D,East,Retail,B,2024-08-01,549,30.8876405227929,16957.3146470133,2024,8,3,2024-08,30.887640522792896
Product D,East,Retail,B,2024-09-01,825,31.1795888948254,25723.160838231,2024,9,3,2024-09,31.179588894825454
Product D,East,Retail,B,2024-10-01,422,29.2310488543008,12335.5026165149,2024,10,4,2024-10,29.23104885430071
Product D,East,Retail,B,2024-11-01,579,29.7995796853211,17253.9566378009,2024,11,4,2024-11,29.79957968532107
Product D,East,Retail,B,2024-12-01,669,29.6944599193521,19865.5936860465,2024,12,4,2024-12,29.69445991935202
Product A,West,Retail,B,2022-01-01,1164,50.8279638749082,59163.7499503931,2022,1,1,2022-01,50.827963874908164
Product A,West,Retail,B,2022-02-01,843,49.0259844856337,41328.9049213892,2022,2,1,2022-02,49.025984485633685
Product A,West,Retail,B,2022-03-01,1092,51.4598545746412,56194.1611955082,2022,3,1,2022-03,51.459854574641206
Product A,West,Retail,B,2022-04-01,957,49.2061339656357,47090.2702051133,2022,4,2,2022-04,49.20613396563564
Product A,West,Retail,B,2022-05-01,1502,48.7872743583284,73278.4860862093,2022,5,2,2022-05,48.78727435832843
Product A,West,Retail,B,2022-06-01,1654,47.5198076164816,78597.7617976605,2022,6,2,2022-06,47.51980761648156
Product A,West,Retail,B,2022-07-01,630,49.4016943243332,31123.0674243299,2022,7,3,2022-07,49.40169432433317
Product A,West,Retail,B,2022-08-01,1502,50.4971328435931,75846.6935310769,2022,8,3,2022-08,50.49713284359314
Product A,West,Retail,B,2022-09-01,811,49.1951769404113,39897.2884986736,2022,9,3,2022-09,49.19517694041135
Product A,West,Retail,B,2022-10-01,1367,48.3789212047122,66133.9852868416,2022,10,4,2022-10,48.37892120471222
Product A,West,Retail,B,2022-11-01,1444,52.4878467724193,75792.4507393735,2022,11,4,2022-11,52.48784677241932
Product A,West,Retail,B,2022-12-01,1168,48.8269980438054,57029.9337151647,2022,12,4,2022-12,48.82699804380539
Product A,West,Retail,B,2023-01-01,953,50.2509612392168,47889.1660609737,2023,1,1,2023-01,50.25096123921689
Product A,West,Retail,B,2023-02-01,1170,48.1762233318295,56366.1812982406,2023,2,1,2023-02,48.17622333182957
Product A,West,Retail,B,2023-03-01,1256,50.9091110806912,63941.8435173482,2023,3,1,2023-03,50.90911108069124
Product A,West,Retail,B,2023-04-01,1619,49.751755327452,80548.0918751447,2023,4,2,2023-04,49.751755327451946
Product A,West,Retail,B,2023-05-01,780,49.3332228297368,38479.9138071947,2023,5,2,2023-05,49.3332228297368
Product A,West,Retail,B,2023-06-01,868,49.4306567020249,42905.8100173576,2023,6,2,2023-06,49.43065670202489
Product A,West,Retail,B,2023-07-01,1629,49.5223559718579,80671.9178781565,2023,7,3,2023-07,49.522355971857884
Product A,West,Retail,B,2023-08-01,1484,51.6378236049786,76630.5302297883,2023,8,3,2023-08,51.63782360497864
Product A,West,Retail,B,2023-09-01,1277,52.0800739561673,66506.2544420257,2023,9,3,2023-09,52.08007395616735
Product A,West,Retail,B,2023-10-01,1511,51.3060146360658,77523.3881150954,2023,10,4,2023-10,51.30601463606578
Product A,West,Retail,B,2023-11-01,1594,49.3367434095126,78642.768994763,2023,11,4,2023-11,49.33674340951254
Product A,West,Retail,B,2023-12-01,654,50.9569404704962,33325.8390677045,2023,12,4,2023-12,50.95694047049618
Product A,West,Retail,B,2024-01-01,1530,50.0401633989532,76561.4500003983,2024,1,1,2024-01,50.04016339895313
Product A,West,Retail,B,2024-02-01,1029,47.5971296872012,48977.4464481301,2024,2,1,2024-02,47.59712968720126
Product A,West,Retail,B,2024-03-01,1234,50.7344956998713,62606.3676936412,2024,3,1,2024-03,50.73449569987132
Product A,West,Retail,B,2024-04-01,1248,50.6150383222848,63167.5678262115,2024,4,2,2024-04,50.61503832228486
Product A,West,Retail,B,2024-05-01,1676,49.1648555465508,82400.2978960192,2024,5,2,2024-05,49.16485554655083
Product A,West,Retail,B,2024-06-01,1239,47.6314341824036,59015.3469519981,2024,6,2,2024-06,47.63143418240363
Product A,West,Retail,B,2024-07-01,1342,52.3747367959004,70286.8967800983,2024,7,3,2024-07,52.37473679590037
Product A,West,Retail,B,2024-08-01,1072,52.4563742848113,56233.2332333177,2024,8,3,2024-08,52.45637428481128
Product A,West,Retail,B,2024-09-01,902,47.8828990436159,43190.3749373415,2024,9,3,2024-09,47.88289904361585
Product A,West,Retail,B,2024-10-01,1769,50.1897243631538,88785.6223984191,2024,10,4,2024-10,50.189724363153815
Product A,West,Retail,B,2024-11-01,1578,52.389263715595,82670.2581432089,2024,11,4,2024-11,52.389263715595
Product A,West,Retail,B,2024-12-01,2023,48.0483735969756,97201.8597866816,2024,12,4,2024-12,48.04837359697558
Product B,West,Retail,B,2022-01-01,823,39.450288712047,32467.5876100147,2022,1,1,2022-01,39.450288712047026
Product B,West,Retail,B,2022-02-01,1076,39.9992774315178,43039.2225163132,2022,2,1,2022-02,39.99927743151785
Product B,West,Retail,B,2022-03-01,1335,41.650513606146,55603.4356642049,2022,3,1,2022-03,41.65051360614599
Product B,West,Retail,B,2022-04-01,876,40.2882433384657,35292.5011644959,2022,4,2,2022-04,40.28824333846564
Product B,West,Retail,B,2022-05-01,677,38.0911782989278,25787.7277083742,2022,5,2,2022-05,38.09117829892792
Product B,West,Retail,B,2022-06-01,891,41.4209185037762,36906.0383868646,2022,6,2,2022-06,41.42091850377621
Product B,West,Retail,B,2022-07-01,782,41.3219369668514,32313.7547080778,2022,7,3,2022-07,41.3219369668514
Product B,West,Retail,B,2022-08-01,859,41.5126042524353,35659.3270528419,2022,8,3,2022-08,41.512604252435274
Product B,West,Retail,B,2022-09-01,1273,41.2384087573737,52496.4943481367,2022,9,3,2022-09,41.23840875737368
Product B,West,Retail,B,2022-10-01,844,38.0002613468096,32072.2205767073,2022,10,4,2022-10,38.000261346809594
Product B,West,Retail,B,2022-11-01,1008,38.4073029318824,38714.5613553375,2022,11,4,2022-11,38.40730293188244
Product B,West,Retail,B,2022-12-01,870,41.3393035074696,35965.1940514985,2022,12,4,2022-12,41.339303507469545
Product B,West,Retail,B,2023-01-01,844,38.8845895845443,32818.5936093554,2023,1,1,2023-01,38.88458958454431
Product B,West,Retail,B,2023-02-01,911,38.1216655066237,34728.8372765342,2023,2,1,2023-02,38.12166550662371
Product B,West,Retail,B,2023-03-01,1177,40.3069040868431,47441.2261102144,2023,3,1,2023-03,40.306904086843154
Product B,West,Retail,B,2023-04-01,1004,41.0275190416723,41191.629117839,2023,4,2,2023-04,41.02751904167231
Product B,West,Retail,B,2023-05-01,1167,41.494616237469,48424.2171491263,2023,5,2,2023-05,41.49461623746898
Product B,West,Retail,B,2023-06-01,1190,38.2414636556059,45507.341750171,2023,6,2,2023-06,38.241463655605884
Product B,West,Retail,B,2023-07-01,1074,38.8873534351587,41765.0175893605,2023,7,3,2023-07,38.88735343515875
Product B,West,Retail,B,2023-08-01,742,39.6561006885022,29424.8267108686,2023,8,3,2023-08,39.65610068850216
Product B,West,Retail,B,2023-09-01,1290,39.6453185193241,51142.460889928,2023,9,3,2023-09,39.64531851932403
Product B,West,Retail,B,2023-10-01,862,40.3175613190979,34753.7378570624,2023,10,4,2023-10,40.31756131909791
Product B,West,Retail,B,2023-11-01,926,41.7677958058193,38676.9789161887,2023,11,4,2023-11,41.76779580581933
Product B,West,Retail,B,2023-12-01,1354,41.9503943892196,56800.8340030033,2023,12,4,2023-12,41.95039438921957
Product B,West,Retail,B,2024-01-01,1201,38.5191913954914,46261.5488659851,2024,1,1,2024-01,38.51919139549134
Product B,West,Retail,B,2024-02-01,664,39.099499925971,25962.0679508448,2024,2,1,2024-02,39.09949992597109
Product B,West,Retail,B,2024-03-01,703,41.3135312870145,29043.4124947712,2024,3,1,2024-03,41.31353128701451
Product B,West,Retail,B,2024-04-01,718,41.9650348760188,30130.8950409815,2024,4,2,2024-04,41.965034876018805
Product B,West,Retail,B,2024-05-01,1058,40.6928022326902,43052.9847621862,2024,5,2,2024-05,40.69280223269017
Product B,West,Retail,B,2024-06-01,1056,38.309556257911,40454.891408354,2024,6,2,2024-06,38.309556257910984
Product B,West,Retail,B,2024-07-01,968,38.5376136219129,37304.4099860117,2024,7,3,2024-07,38.53761362191291
Product B,West,Retail,B,2024-08-01,1018,39.352387114428,40060.7300824877,2024,8,3,2024-08,39.352387114428
Product B,West,Retail,B,2024-09-01,765,39.0084359208122,29841.4534794213,2024,9,3,2024-09,39.008435920812154
Product B,West,Retail,B,2024-10-01,765,39.0032945442945,29837.5203263853,2024,10,4,2024-10,39.00329454429451
Product B,West,Retail,B,2024-11-01,1271,41.1330716703087,52280.1340929624,2024,11,4,2024-11,41.13307167030873
Product B,West,Retail,B,2024-12-01,1190,38.6951453210786,46047.2229320835,2024,12,4,2024-12,38.69514532107858
Product C,West,Retail,B,2022-01-01,432,35.3440637049498,15268.6355205383,2022,1,1,2022-01,35.34406370494977
Product C,West,Retail,B,2022-02-01,617,35.6705406552646,22008.7235842983,2022,2,1,2022-02,35.670540655264666
Product C,West,Retail,B,2022-03-01,507,36.4802745972993,18495.4992208307,2022,3,1,2022-03,36.480274597299214
Product C,West,Retail,B,2022-04-01,436,35.6649124437245,15549.9018254639,2022,4,2,2022-04,35.66491244372454
Product C,West,Retail,B,2022-05-01,761,34.2078064191155,26032.1406849469,2022,5,2,2022-05,34.20780641911551
Product C,West,Retail,B,2022-06-01,721,33.2883080581669,24000.8701099383,2022,6,2,2022-06,33.28830805816685
Product C,West,Retail,B,2022-07-01,626,33.4012685914058,20909.19413822,2022,7,3,2022-07,33.401268591405746
Product C,West,Retail,B,2022-08-01,679,33.8376423015725,22975.7591227677,2022,8,3,2022-08,33.83764230157246
Product C,West,Retail,B,2022-09-01,805,36.2342428927077,29168.5655286297,2022,9,3,2022-09,36.234242892707705
Product C,West,Retail,B,2022-10-01,749,33.4106967113912,25024.611836832,2022,10,4,2022-10,33.41069671139119
Product C,West,Retail,B,2022-11-01,612,34.1998567275004,20930.3123172303,2022,11,4,2022-11,34.19985672750049
Product C,West,Retail,B,2022-12-01,596,36.361300327233,21671.3349950309,2022,12,4,2022-12,36.36130032723305
Product C,West,Retail,B,2023-01-01,632,35.1676265310962,22225.9399676528,2023,1,1,2023-01,35.167626531096204
Product C,West,Retail,B,2023-02-01,708,36.0668615598697,25535.3379843878,2023,2,1,2023-02,36.06686155986977
Product C,West,Retail,B,2023-03-01,506,36.600188165321,18519.6952116524,2023,3,1,2023-03,36.60018816532095
Product C,West,Retail,B,2023-04-01,723,35.664104281459,25785.1473954949,2023,4,2,2023-04,35.66410428145906
Product C,West,Retail,B,2023-05-01,967,34.6539675109088,33510.3865830489,2023,5,2,2023-05,34.65396751090889
Product C,West,Retail,B,2023-06-01,742,36.6486429547658,27193.2930724362,2023,6,2,2023-06,36.64864295476577
Product C,West,Retail,B,2023-07-01,558,36.537815503194,20388.1010507823,2023,7,3,2023-07,36.53781550319409
Product C,West,Retail,B,2023-08-01,622,35.0639878604561,21809.8004492037,2023,8,3,2023-08,35.06398786045611
Product C,West,Retail,B,2023-09-01,883,33.7270156178856,29780.954790593,2023,9,3,2023-09,33.72701561788562
Product C,West,Retail,B,2023-10-01,846,35.4435759835178,29985.2652820561,2023,10,4,2023-10,35.44357598351785
Product C,West,Retail,B,2023-11-01,1007,36.1292749453569,36382.1798699744,2023,11,4,2023-11,36.129274945356904
Product C,West,Retail,B,2023-12-01,768,33.726928743883,25902.2812753022,2023,12,4,2023-12,33.72692874388307
Product C,West,Retail,B,2024-01-01,749,35.3411386613734,26470.5128573687,2024,1,1,2024-01,35.34113866137343
Product C,West,Retail,B,2024-02-01,590,36.6903742378345,21647.3208003223,2024,2,1,2024-02,36.690374237834405
Product C,West,Retail,B,2024-03-01,791,34.0572072691284,26939.2509498806,2024,3,1,2024-03,34.05720726912845
Product C,West,Retail,B,2024-04-01,691,34.7107963573653,23985.1602829394,2024,4,2,2024-04,34.71079635736527
Product C,West,Retail,B,2024-05-01,551,33.6009484977694,18514.122622271,2024,5,2,2024-05,33.60094849776951
Product C,West,Retail,B,2024-06-01,814,34.2247899125796,27858.9789888398,2024,6,2,2024-06,34.22478991257961
Product C,West,Retail,B,2024-07-01,1118,35.10691272025,39249.5284212395,2024,7,3,2024-07,35.10691272025
Product C,West,Retail,B,2024-08-01,842,34.3494181036949,28922.2100433111,2024,8,3,2024-08,34.349418103694894
Product C,West,Retail,B,2024-09-01,925,35.352457254543,32701.0229604522,2024,9,3,2024-09,35.35245725454292
Product C,West,Retail,B,2024-10-01,834,36.7048430644209,30611.839115727,2024,10,4,2024-10,36.704843064420864
Product C,West,Retail,B,2024-11-01,657,35.382485200651,23246.2927768277,2024,11,4,2024-11,35.38248520065099
Product C,West,Retail,B,2024-12-01,729,33.7600806296105,24611.098778986,2024,12,4,2024-12,33.76008062961043
Product D,West,Retail,B,2022-01-01,420,30.6129493808839,12857.4387399713,2022,1,1,2022-01,30.612949380884046
Product D,West,Retail,B,2022-02-01,401,30.5375409121625,12245.5539057772,2022,2,1,2022-02,30.537540912162594
Product D,West,Retail,B,2022-03-01,540,29.467751596123,15912.5858619064,2022,3,1,2022-03,29.467751596122962
Product D,West,Retail,B,2022-04-01,387,29.7699469230138,11520.9694592063,2022,4,2,2022-04,29.7699469230137
Product D,West,Retail,B,2022-05-01,650,29.4133925547358,19118.7051605782,2022,5,2,2022-05,29.413392554735694
Product D,West,Retail,B,2022-06-01,652,30.9984563458711,20210.993537508,2022,6,2,2022-06,30.998456345871162
Product D,West,Retail,B,2022-07-01,340,30.280942525249,10295.5204585847,2022,7,3,2022-07,30.28094252524912
Product D,West,Retail,B,2022-08-01,539,30.9215899240226,16666.7369690482,2022,8,3,2022-08,30.921589924022637
Product D,West,Retail,B,2022-09-01,846,29.38215233339,24857.3008740479,2022,9,3,2022-09,29.382152333389953
Product D,West,Retail,B,2022-10-01,442,28.9232556649949,12784.0790039278,2022,10,4,2022-10,28.923255664995022
Product D,West,Retail,B,2022-11-01,630,31.1658633076586,19634.4938838249,2022,11,4,2022-11,31.165863307658572
Product D,West,Retail,B,2022-12-01,421,28.5248550125398,12008.9639602792,2022,12,4,2022-12,28.524855012539668
Product D,West,Retail,B,2023-01-01,616,30.207361958921,18607.7349666953,2023,1,1,2023-01,30.207361958920945
Product D,West,Retail,B,2023-02-01,498,31.4026505697984,15638.5199837596,2023,2,1,2023-02,31.402650569798393
Product D,West,Retail,B,2023-03-01,709,29.3075662900228,20779.0644996262,2023,3,1,2023-03,29.30756629002285
Product D,West,Retail,B,2023-04-01,376,31.4518802119419,11825.9069596902,2023,4,2,2023-04,31.451880211942022
Product D,West,Retail,B,2023-05-01,536,28.6061684628949,15332.9062961116,2023,5,2,2023-05,28.606168462894775
Product D,West,Retail,B,2023-06-01,477,29.2739292914048,13963.6642720001,2023,6,2,2023-06,29.273929291404823
Product D,West,Retail,B,2023-07-01,452,29.2796733642463,13234.4123606393,2023,7,3,2023-07,29.27967336424624
Product D,West,Retail,B,2023-08-01,407,31.3445654630195,12757.238143449,2023,8,3,2023-08,31.344565463019656
Product D,West,Retail,B,2023-09-01,388,31.4388682160061,12198.2808678104,2023,9,3,2023-09,31.438868216006185
Product D,West,Retail,B,2023-10-01,609,30.7031545909122,18698.2211458655,2023,10,4,2023-10,30.703154590912153
Product D,West,Retail,B,2023-11-01,402,29.3624392698985,11803.7005864992,2023,11,4,2023-11,29.36243926989851
Product D,West,Retail,B,2023-12-01,767,29.7268773552496,22800.5149314764,2023,12,4,2023-12,29.726877355249542
Product D,West,Retail,B,2024-01-01,359,29.1047329441644,10448.599126955,2024,1,1,2024-01,29.104732944164343
Product D,West,Retail,B,2024-02-01,497,30.7997590773739,15307.4802614548,2024,2,1,2024-02,30.799759077373846
Product D,West,Retail,B,2024-03-01,555,30.729314819444,17054.7697247914,2024,3,1,2024-03,30.729314819443964
Product D,West,Retail,B,2024-04-01,648,29.9953841425013,19437.0089243408,2024,4,2,2024-04,29.995384142501234
Product D,West,Retail,B,2024-05-01,521,30.5114987867419,15896.4908678925,2024,5,2,2024-05,30.511498786741843
Product D,West,Retail,B,2024-06-01,574,30.7573883808218,17654.7409305917,2024,6,2,2024-06,30.757388380821777
Product D,West,Retail,B,2024-07-01,624,30.8215887565166,19232.6713840663,2024,7,3,2024-07,30.821588756516505
Product D,West,Retail,B,2024-08-01,342,30.3155079013668,10367.9037022674,2024,8,3,2024-08,30.31550790136667
Product D,West,Retail,B,2024-09-01,406,29.6715472305659,12046.6481756098,2024,9,3,2024-09,29.67154723056601
Product D,West,Retail,B,2024-10-01,590,30.513172719162,18002.7719043056,2024,10,4,2024-10,30.513172719162032
Product D,West,Retail,B,2024-11-01,489,31.1076234346256,15211.6278595319,2024,11,4,2024-11,31.107623434625562
Product D,West,Retail,B,2024-12-01,771,29.8092086194083,22982.8998455638,2024,12,4,2024-12,29.8092086194083
Product A,North,Online,A,2022-01-01,1363,48.1023817218374,65563.5462868644,2022,1,1,2022-01,48.10238172183741
Product A,North,Online,A,2022-02-01,1177,50.5947667977307,59550.040520929,2022,2,1,2022-02,50.59476679773067
Product A,North,Online,A,2022-03-01,795,49.9025437550154,39672.5222852372,2022,3,1,2022-03,49.90254375501535
Product A,North,Online,A,2022-04-01,1345,52.1194654481951,70100.6810278224,2022,4,2,2022-04,52.11946544819509
Product A,North,Online,A,2022-05-01,1239,48.7033634260297,60343.4672848508,2022,5,2,2022-05,48.703363426029696
Product A,North,Online,A,2022-06-01,1311,51.3824078778271,67362.3367278313,2022,6,2,2022-06,51.38240787782708
Product A,North,Online,A,2022-07-01,873,51.2599394412246,44749.927132189,2022,7,3,2022-07,51.25993944122451
Product A,North,Online,A,2022-08-01,1333,50.8824121241923,67826.2553615484,2022,8,3,2022-08,50.882412124192356
Product A,North,Online,A,2022-09-01,910,50.25859731948,45735.3235607268,2022,9,3,2022-09,50.258597319479996
Product A,North,Online,A,2022-10-01,1230,50.4893026559148,62101.8422667752,2022,10,4,2022-10,50.4893026559148
Product A,North,Online,A,2022-11-01,1436,51.8321879080031,74431.0218358925,2022,11,4,2022-11,51.832187908003135
Product A,North,Online,A,2022-12-01,1077,49.9767035630066,53824.9097373581,2022,12,4,2022-12,49.976703563006595
Product A,North,Online,A,2023-01-01,1381,52.4011448200326,72365.9809964651,2023,1,1,2023-01,52.40114482003266
Product A,North,Online,A,2023-02-01,862,47.846873436356,41244.0049021388,2023,2,1,2023-02,47.846873436355914
Product A,North,Online,A,2023-03-01,595,50.279644819675,29916.3886677066,2023,3,1,2023-03,50.27964481967496
Product A,North,Online,A,2023-04-01,1556,48.446867626626,75383.3260270301,2023,4,2,2023-04,48.44686762662602
Product A,North,Online,A,2023-05-01,1714,48.9822874078527,83955.6406170595,2023,5,2,2023-05,48.98228740785268
Product A,North,Online,A,2023-06-01,1297,51.7050206090789,67061.4117299754,2023,6,2,2023-06,51.70502060907895
Product A,North,Online,A,2023-07-01,1378,48.5255355061963,66868.1879275385,2023,7,3,2023-07,48.5255355061963
Product A,North,Online,A,2023-08-01,913,50.4135954484809,46027.6126444631,2023,8,3,2023-08,50.41359544848094
Product A,North,Online,A,2023-09-01,1184,49.4813109911047,58585.872213468,2023,9,3,2023-09,49.48131099110473
Product A,North,Online,A,2023-10-01,830,49.0278563811444,40693.1207963498,2023,10,4,2023-10,49.02785638114434
Product A,North,Online,A,2023-11-01,1816,49.8612764466088,90548.0780270416,2023,11,4,2023-11,49.86127644660881
Product A,North,Online,A,2023-12-01,2158,51.216245489195,110524.657765683,2023,12,4,2023-12,51.21624548919509
Product A,North,Online,A,2024-01-01,1617,52.3840180330444,84704.9571594328,2024,1,1,2024-01,52.384018033044406
Product A,North,Online,A,2024-02-01,1231,48.2813192566391,59434.3040049227,2024,2,1,2024-02,48.28131925663907
Product A,North,Online,A,2024-03-01,1233,48.1471290567424,59365.4101269634,2024,3,1,2024-03,48.147129056742415
Product A,North,Online,A,2024-04-01,981,50.4027965140995,49445.1433803316,2024,4,2,2024-04,50.40279651409949
Product A,North,Online,A,2024-05-01,1752,48.1857458746526,84421.4267723914,2024,5,2,2024-05,48.185745874652625
Product A,North,Online,A,2024-06-01,1368,48.5099822224583,66361.655680323,2024,6,2,2024-06,48.50998222245834
Product A,North,Online,A,2024-07-01,1067,49.2082453228068,52505.1977594348,2024,7,3,2024-07,49.20824532280675
Product A,North,Online,A,2024-08-01,886,48.8295047334395,43262.9411938274,2024,8,3,2024-08,48.8295047334395
Product A,North,Online,A,2024-09-01,1173,51.1079299077392,59949.601781778,2024,9,3,2024-09,51.107929907739134
Product A,North,Online,A,2024-10-01,1128,50.9774574218318,57502.5719718263,2024,10,4,2024-10,50.97745742183182
Product A,North,Online,A,2024-11-01,1266,51.4710436353926,65162.341242407,2024,11,4,2024-11,51.471043635392576
Product A,North,Online,A,2024-12-01,1034,48.8723499933258,50534.0098930988,2024,12,4,2024-12,48.87234999332573
Product B,North,Online,A,2022-01-01,1317,38.727825447917,51004.5461149067,2022,1,1,2022-01,38.727825447917006
Product B,North,Online,A,2022-02-01,863,39.8504146682099,34390.9078586651,2022,2,1,2022-02,39.85041466820985
Product B,North,Online,A,2022-03-01,1137,40.2021803073585,45709.8790094666,2022,3,1,2022-03,40.20218030735848
Product B,North,Online,A,2022-04-01,523,40.49087085668,21176.7254580436,2022,4,2,2022-04,40.49087085667992
Product B,North,Online,A,2022-05-01,898,39.9315736955032,35858.5531785619,2022,5,2,2022-05,39.93157369550323
Product B,North,Online,A,2022-06-01,852,38.5193238966167,32818.4639599174,2022,6,2,2022-06,38.51932389661666
Product B,North,Online,A,2022-07-01,648,41.5359872281551,26915.3197238445,2022,7,3,2022-07,41.53598722815509
Product B,North,Online,A,2022-08-01,1299,41.9652717113495,54512.887953043,2022,8,3,2022-08,41.9652717113495
Product B,North,Online,A,2022-09-01,621,41.4478617440909,25739.1221430805,2022,9,3,2022-09,41.447861744090986
Product B,North,Online,A,2022-10-01,1057,41.4090028712526,43769.316034914,2022,10,4,2022-10,41.4090028712526
Product B,North,Online,A,2022-11-01,1210,39.5096544288099,47806.68185886,2022,11,4,2022-11,39.50965442880992
Product B,North,Online,A,2022-12-01,1027,40.4683059994131,41560.9502613973,2022,12,4,2022-12,40.46830599941315
Product B,North,Online,A,2023-01-01,720,40.0733695700765,28852.8260904551,2023,1,1,2023-01,40.07336957007653
Product B,North,Online,A,2023-02-01,1136,38.1477168397978,43335.8063300103,2023,2,1,2023-02,38.1477168397978
Product B,North,Online,A,2023-03-01,940,40.9721297379583,38513.8019536808,2023,3,1,2023-03,40.9721297379583
Product B,North,Online,A,2023-04-01,796,41.3697140170261,32930.2923575528,2023,4,2,2023-04,41.369714017026126
Product B,North,Online,A,2023-05-01,736,38.1964612687007,28112.5954937637,2023,5,2,2023-05,38.19646126870068
Product B,North,Online,A,2023-06-01,1760,41.5731568308547,73168.7560223043,2023,6,2,2023-06,41.573156830854714
Product B,North,Online,A,2023-07-01,769,39.5127098113298,30385.2738449126,2023,7,3,2023-07,39.51270981132978
Product B,North,Online,A,2023-08-01,575,40.7822572058067,23449.7978933388,2023,8,3,2023-08,40.78225720580661
Product B,North,Online,A,2023-09-01,1047,40.8692454500124,42790.099986163,2023,9,3,2023-09,40.869245450012414
Product B,North,Online,A,2023-10-01,1093,40.7300997870043,44517.9990671957,2023,10,4,2023-10,40.7300997870043
Product B,North,Online,A,2023-11-01,723,39.201625424437204,28342.7751818681,2023,11,4,2023-11,39.201625424437204
Product B,North,Online,A,2023-12-01,626,39.210492731072,24545.7684496511,2023,12,4,2023-12,39.210492731072044
Product B,North,Online,A,2024-01-01,901,39.9044415932149,35953.9018754866,2024,1,1,2024-01,39.90444159321487
Product B,North,Online,A,2024-02-01,1236,38.1939299358055,47207.6974006556,2024,2,1,2024-02,38.1939299358055
Product B,North,Online,A,2024-03-01,1093,39.9664792800322,43683.3618530752,2024,3,1,2024-03,39.9664792800322
Product B,North,Online,A,2024-04-01,951,40.3544988948852,38377.1284490358,2024,4,2,2024-04,40.354498894885175
Product B,North,Online,A,2024-05-01,875,38.9385573137552,34071.2376495358,2024,5,2,2024-05,38.9385573137552
Product B,North,Online,A,2024-06-01,1157,41.8585529979318,48430.3458186071,2024,6,2,2024-06,41.85855299793181
Product B,North,Online,A,2024-07-01,981,38.6399786416441,37905.8190474529,2024,7,3,2024-07,38.639978641644134
Product B,North,Online,A,2024-08-01,1107,40.3009519353509,44613.1537924334,2024,8,3,2024-08,40.30095193535085
Product B,North,Online,A,2024-09-01,859,39.6831688489765,34087.8420412708,2024,9,3,2024-09,39.683168848976486
Product B,North,Online,A,2024-10-01,1309,38.4897188339382,50383.0419536252,2024,10,4,2024-10,38.48971883393828
Product B,North,Online,A,2024-11-01,852,39.4571408294141,33617.4839866608,2024,11,4,2024-11,39.45714082941409
Product B,North,Online,A,2024-12-01,968,41.9949046382681,40651.0676898435,2024,12,4,2024-12,41.994904638268075
Product C,North,Online,A,2022-01-01,809,36.0426020260202,29158.4650390503,2022,1,1,2022-01,36.04260202602015
Product C,North,Online,A,2022-02-01,863,34.4744802907808,29751.4764909438,2022,2,1,2022-02,34.47448029078077
Product C,North,Online,A,2022-03-01,416,36.5294196914183,15196.23859163,2022,3,1,2022-03,36.52941969141827
Product C,North,Online,A,2022-04-01,801,35.7461908269906,28632.6988524195,2022,4,2,2022-04,35.746190826990635
Product C,North,Online,A,2022-05-01,911,34.983353189542,31869.8347556727,2022,5,2,2022-05,34.98335318954193
Product C,North,Online,A,2022-06-01,546,36.0928587660892,19706.7008862847,2022,6,2,2022-06,36.09285876608919
Product C,North,Online,A,2022-07-01,772,35.5422639067983,27438.6277360483,2022,7,3,2022-07,35.54226390679832
Product C,North,Online,A,2022-08-01,558,34.5126105834497,19258.0367055649,2022,8,3,2022-08,34.51261058344964
Product C,North,Online,A,2022-09-01,888,34.9017604321707,30992.7632637676,2022,9,3,2022-09,34.90176043217072
Product C,North,Online,A,2022-10-01,869,35.3442519697128,30714.1549616804,2022,10,4,2022-10,35.34425196971277
Product C,North,Online,A,2022-11-01,923,35.7916994089028,33035.7385544173,2022,11,4,2022-11,35.791699408902815
Product C,North,Online,A,2022-12-01,787,34.4959990584757,27148.3512590204,2022,12,4,2022-12,34.49599905847573
Product C,North,Online,A,2023-01-01,864,35.3026745745447,30501.5108324066,2023,1,1,2023-01,35.302674574544675
Product C,North,Online,A,2023-02-01,987,35.0581125576282,34602.357094379,2023,2,1,2023-02,35.058112557628164
Product C,North,Online,A,2023-03-01,1145,35.3273014131701,40449.7601180797,2023,3,1,2023-03,35.32730141317004
Product C,North,Online,A,2023-04-01,802,36.3589435461909,29159.8727240451,2023,4,2,2023-04,36.3589435461909
